#family	modules	lines	bytes	sample_module	check_heads(auto)	mechanisms(textual counts)	top_external_imports
GeneralCK.Certificates.LaneRB2WaveV2.*	11785	23824612	2309850487	GeneralCK.Certificates.LaneRB2WaveV2.Coverage	DyadicFastLog.check:501114	decide:8844186;norm_num:235680;rfl:58920	GeneralCK.Certificates.DyadicFastLog:11784;GeneralCK.Certificates.BivariateProvedProgram:11784;GeneralCK.CorrectionHessianNatural:11784;GeneralCK.Certificates.CorrectionFactorizedProgramKernel:11784;GeneralCK.CorrectionInteriorRatioBridge:11784
GeneralCK.Certificates.E#*	11239	3283317	217757255	GeneralCK.Certificates.E8AdaptiveOriginOwnerBridge	expBoxCheck:18366;logBoxCheck:1578;data.replay.positiveCheck:786;evalTheta:8	decide:283696;decide +kernel:37773;norm_num:18420;rfl:2228	GeneralCK.Certificates.DyadicLogSeries:3;GeneralCK.PureGapE8AnalyticRealBridge:3;GeneralCK.Certificates.Generated.E8AdaptiveFamily.FullCertificate:2;Mathlib.Analysis.Calculus.LocalExtr.Rolle:2;Mathlib.Analysis.SpecialFunctions.Complex.LogBounds:2
GeneralCK.Certificates.RB1Band1.*	5892	11908163	1161363611	GeneralCK.Certificates.RB1Band1.Cell000000	DyadicFastLog.check:252732	decide:4423560;norm_num:117820;rfl:29455	GeneralCK.Certificates.DyadicFastLog:5891;GeneralCK.Certificates.BivariateProvedProgram:5891;GeneralCK.CorrectionHessianNatural:5891;GeneralCK.Certificates.CorrectionFactorizedProgramKernel:5891;GeneralCK.CorrectionInteriorRatioBridge:5891
CKLaneC.RSC2.*	2428	234265	202231555	CKLaneC.RSC2.BA_0000	stageB:15584;stageC0:15584;stageC1:15584;stageC2:15584	decide +kernel:140420;norm_num:101	CKLaneC.RSCell.RegionI:2426;CKLaneC.RSCell.Staged:2408;CKLaneC.RST2.U_Top:1;GeneralCK.SmallMeanPhiRetainedCutoff:1
GeneralCK.Certificates.Generated.LowRatioFamily.*	1455	1565906	90371545	GeneralCK.Certificates.Generated.LowRatioFamily.Cell0000		norm_num:353740	GeneralCK.Certificates.LowRatioFamilyHelpers:248
GeneralCK.Certificates.Generated.DoubleCapMiddle.*	960	566162	31660586	GeneralCK.Certificates.Generated.DoubleCapMiddle.Cell0000		norm_num:128577	GeneralCK.PureGapDoubleCapBiasChecker:480
GeneralCK.Certificates.Generated.MidpointFamily.*	914	1506264	126118921	GeneralCK.Certificates.Generated.MidpointFamily.Cell0000	DyadicFastLog.check:25770	decide:447539;norm_num:80746;rfl:5154	GeneralCK.Certificates.DyadicFastLog:859;GeneralCK.Certificates.BivariateProvedProgram:859;GeneralCK.Certificates.ReflectionMidpointKernel:859;GeneralCK.Certificates.LowRatioFamilyHelpers:859;GeneralCK.ReflectionSmallRatioMidpointJet:859
GeneralCK.Certificates.Generated.MidpointNextFamily.*	914	1506264	126223162	GeneralCK.Certificates.Generated.MidpointNextFamily.Cell0000	DyadicFastLog.check:25770	decide:447539;norm_num:80746;rfl:5154	GeneralCK.Certificates.DyadicFastLog:859;GeneralCK.Certificates.BivariateProvedProgram:859;GeneralCK.Certificates.ReflectionMidpointKernel:859;GeneralCK.Certificates.LowRatioFamilyHelpers:859;GeneralCK.ReflectionSmallRatioMidpointJet:859
GeneralCK.Certificates.Generated.MidpointExtensionFamily.*	898	1472981	123891585	GeneralCK.Certificates.Generated.MidpointExtensionFamily.BandCertificate000	DyadicFastLog.check:25200	decide:437640;norm_num:78960;rfl:5040	GeneralCK.Certificates.DyadicFastLog:840;GeneralCK.Certificates.BivariateProvedProgram:840;GeneralCK.Certificates.ReflectionMidpointKernel:840;GeneralCK.Certificates.LowRatioFamilyHelpers:840;GeneralCK.ReflectionSmallRatioMidpointJet:840
GeneralCK.Certificates.Generated.E8TAxisPositiveAggregation.*	688	14514	1066056	GeneralCK.Certificates.Generated.E8TAxisPositiveAggregation.Root0000		norm_num:721	GeneralCK.Certificates.E8TAxisPositiveAggregationKernel:688;GeneralCK.Certificates.E8TAxisProd0000LCertified:1;GeneralCK.Certificates.E8TAxisProd0000RCertified:1;GeneralCK.Certificates.E8TAxisProd0001Certified:1;GeneralCK.Certificates.E8TAxisProd0002Certified:1
GeneralCK.Certificates.Generated.E8AdaptiveFamily.*	655	204406	9699935	GeneralCK.Certificates.Generated.E8AdaptiveFamily.Batch0000	work0000.theta.ok:1;work0001.theta.ok:1;work0002.theta.ok:1;work0003.theta.ok:1	norm_num:17833;rfl:7688	GeneralCK.Certificates.E8QuadraticCellCertificateSchema:482
CKLaneC.RST2.*	533	15101	5317479	CKLaneC.RST2.U_0000		decide +kernel:1527;norm_num:6	CKLaneR2.Tail.Leaf:532;CKLaneC.RSTail.Bridge:532;CKLaneC.RSTail.Region:1
GeneralCK.Certificates.Generated.DoubleCapHighMiddleDerivative.*	513	341804	19099914	GeneralCK.Certificates.Generated.DoubleCapHighMiddleDerivative.All		decide:768;norm_num:78080	GeneralCK.PureGapDoubleCapHighMiddleDerivativeTraceForm:256;GeneralCK.PureGapDoubleCapBiasChecker:256;GeneralCK.PureGapDoubleCapHighMiddleDerivativeValueAdapter:1
GeneralCK.Certificates.Generated.DoubleCapLowMiddle.*	456	266760	14685552	GeneralCK.Certificates.Generated.DoubleCapLowMiddle.Cell0000		norm_num:60420	GeneralCK.PureGapDoubleCapBiasChecker:228
GeneralCK.Certificates.Generated.MidpointPostNextBandFamily.*	439	722449	60705619	GeneralCK.Certificates.Generated.MidpointPostNextBandFamily.Cell0000	DyadicFastLog.check:12360	decide:214652;norm_num:38728;rfl:2472	GeneralCK.Certificates.DyadicFastLog:412;GeneralCK.Certificates.BivariateProvedProgram:412;GeneralCK.Certificates.ReflectionMidpointKernel:412;GeneralCK.Certificates.LowRatioFamilyHelpers:412;GeneralCK.ReflectionSmallRatioMidpointJet:412
CKLaneM1.Pop.*	423	160593	41200591	CKLaneM1.Pop.S0000		decide +kernel:846	CKLaneM1.MLChecker:423
GeneralCK.Certificates.Generated.MidpointNextBandFamily.*	394	647054	54453331	GeneralCK.Certificates.Generated.MidpointNextBandFamily.Cell0000	DyadicFastLog.check:11070	decide:192249;norm_num:34686;rfl:2214	GeneralCK.Certificates.DyadicFastLog:369;GeneralCK.Certificates.BivariateProvedProgram:369;GeneralCK.Certificates.ReflectionMidpointKernel:369;GeneralCK.Certificates.LowRatioFamilyHelpers:369;GeneralCK.ReflectionSmallRatioMidpointJet:369
CKLaneM03.Leaves.*	335	203677	17603394	CKLaneM03.Leaves.P0000		decide +kernel:37506	CKLaneM03.Split:335
CKLaneD.Fleet.*	330	434838	43184726	CKLaneD.Fleet.S0000		decide +kernel:330	CKLaneD.FleetBase:330
CKLaneM07.CE.Cells.*	280	24932	9474403	CKLaneM07.CE.Cells.C0000	chk0:280;chkA:280;chkC:280;chkU:280	decide +kernel:3086	CKLaneM07.CE.ChainV2:280
CKLaneE.*	259	96708	11592258	CKLaneE.CertEP	ptOk:24;check:12;boxOk:10;w.boxOk:4	decide:79;decide +kernel:21305;norm_num:30;rfl:44	GeneralCK.PureGapCapZeroReduction:2;GeneralCK.ScalarGap:2;GeneralCK.PsiSameSideTail8SmallMeanRegionClosure:1;GeneralCK.DeterministicCap:1;Mathlib.Analysis.SpecialFunctions.Log.Deriv:1
CKLaneC3.*	214	59798	13075607	CKLaneC3.Compact	tagOKF:6928;tags.all:58;p00.check:40;p01.check:40	decide:30;decide +kernel:8908;norm_num:7;rfl:19	GeneralCK.PureGapE8CertificateReduction:3;GeneralCK.PureGapE8SAxisOriginClosure:2;GeneralCK.Certificates.E8CompactDeltaDirectionalExpansion:1;GeneralCK.Certificates.E8TAxisRationalTreeBridgeKernel:1;E8GlobalRatioCertificate:1
CKLaneM08.Fleet.*	154	10429	1932137	CKLaneM08.Fleet.S0000	checkAll:154	decide +kernel:154	CKLaneM08.Checker:154
CKLaneP.Cells.S3.*	148	50742	6646740	CKLaneP.Cells.S3.C000_0000		decide +kernel:148	CKLaneP.SeamTree:148
CKLaneM2.Fleet.*	142	235465	22514629	CKLaneM2.Fleet.S0000		decide +kernel:142	CKLaneM2.SLChecker:142
CKLaneN23.PosCell.*	128	1152	28736	CKLaneN23.PosCell.C0_0	boxCell:128	decide +kernel:128	CKLaneN23.CPosSplit:128
CKLaneA3X.*	114	10505	6974674	CKLaneA3X.AlgRW	zeroPrefix:20;allEmpty:2;s.isEmpty:2;isOneT:2	decide:14;decide +kernel:1207;norm_num:27;rfl:161	Mathlib:2;GeneralCK.CorrectionHessianNatural:1;GeneralCK.CorrectionHighUScaledContract:1;GeneralCK.CorrectionHighUNearCornerDetGapFactor:1;GeneralCK.CorrectionHighUNearCornerRegularContact:1
CKLaneN1b.Fleet.*	105	36050	18543280	CKLaneN1b.Fleet.S0000		decide +kernel:4918	CKLaneN1b.FleetBase:105
CKLaneM10.Fleet.*	78	46274	4583339	CKLaneM10.Fleet.S0000		decide +kernel:78	CKLaneM10.Leaf:78
CKLaneC2R.Cells.S00.*	76	59422	23745998	CKLaneC2R.Cells.S00.B000	cellOk:1510	decide +kernel:1510	CKLaneC2R.CompactCheck:76
CKLaneM05.FE8.Sub.*	70	1650	2978029	CKLaneM05.FE8.Sub.Sub000		decide +kernel:70	CKLaneM05.FE8.W3:70;CKLaneM05.FE8.W1:70
CKLaneN4.LU.Shards.*	69	8304	925970	CKLaneN4.LU.Shards.U000	cellCheck:1131;treeCheck:69	decide +kernel:1200	CKLaneN4.LU.Tree:69
CKLaneN6.Cs.*	63	9177	3740786	CKLaneN6.Cs.C0000		decide +kernel:63	CKLaneN6.Coarse:63
CKLaneC2R.Cells.S01.*	61	92251	18601030	CKLaneC2R.Cells.S01.B000	cellOkT:984;cellOk:220	decide +kernel:1204	CKLaneC2R.CompactCheckT:50;CKLaneC2R.CompactCheck:11
CKLaneN1.EdgeShard.*	61	732	18234	CKLaneN1.EdgeShard.E00		decide +kernel:61	CKLaneN1.EdgeTree:61
CKLaneG3.S.Chunk.*	54	972	1293323	CKLaneG3.S.Chunk.C_4			CKLaneD.ArchTree:54
CKLaneM05.FE8.Se.*	51	1222	2219667	CKLaneM05.FE8.Se.Se000		decide +kernel:51	CKLaneM05.FE8.W3:51;CKLaneM05.FE8.W1:51
CKLaneC2R.EpCells.*	49	128275	16790415	CKLaneC2R.EpCells.B000	ecellOkT:2742;ecellOk:180	decide +kernel:2922	CKLaneC2R.EndpointCheckT:46;CKLaneC2R.EndpointCheck:3
CKLaneC.SAxis.Data.*	44	8023	1917738	CKLaneC.SAxis.Data.Cells00	cell0000.check:1;cell0001.check:1;cell0002.check:1;cell0003.check:1	decide +kernel:1537;rfl:2	CKLaneC.SAxis.Cell:28;CKLaneC.S3.SlopeChain:1
CKLaneC2R.Cells.S02.*	43	72929	13249466	CKLaneC2R.Cells.S02.B000	cellOkT:858	decide +kernel:858	CKLaneC2R.CompactCheckT:43
CKLaneM06.CapSS.*	42	882	349481	CKLaneM06.CapSS.C000	tree.check:42	decide +kernel:42	CKLaneM06.CapTree:42
CKLaneM09.Fleet.*	42	2891	756140	CKLaneM09.Fleet.S0000		decide +kernel:42	CKLaneM09.Checker:42
CKLaneA2.Diag4.*	41	4116	401887	CKLaneA2.Diag4.M00		decide +kernel:1249	CKLaneA2.Join:41
CKLaneP.*	39	10372	554858	CKLaneP.DCBound	VD.okDy:4;tcommon:3;logChk:2;tlistOK:2	decide:22;decide +kernel:20;norm_num:128;rfl:23	GeneralCK.PureGapCapZeroReduction:2;GeneralCK.PureGapZeroCapLeftStationaryThetaBracketBridge:2;GeneralCK.PureGapMeanStationarity:2;GeneralCK.PureGapCompactMean:2;GeneralCK.SmallMeanPhiRetainedCutoff:2
CKLaneC2R.Cells.S05.*	37	62479	11709273	CKLaneC2R.Cells.S05.B000	cellOkT:732	decide +kernel:732	CKLaneC2R.CompactCheckT:37
CKLaneN1.*	35	6630	749277	CKLaneN1.Analytic	yupOK:24;ptOk:19;slopeLoOk:5;T.allLeaves:4	decide:81;decide +kernel:17;norm_num:78;rfl:10	GeneralCK.BellmanAssembly:2;GeneralCK.SmallMeanPhiRetainedCutoff:2;CKLaneE.FastPoint:2;GeneralCK.PureGapCapZeroReduction:2;GeneralCK.ProfileDerivatives:1
GeneralCK.Certificates.ReflectionSmallBiasContactDegree#*	35	16964	729809	GeneralCK.Certificates.ReflectionSmallBiasContactDegree10	equalityCheck:886;fineBound:28;aBound:8;degreeBound:8	decide +kernel:908;norm_num:11	GeneralCK.ReflectionSmallBiasHalfSumPowers:11;GeneralCK.ReflectionSmallBiasPerspectiveJet:11;GeneralCK.ReflectionSmallBiasFineCertificate:7;GeneralCK.ReflectionSmallBiasExponentCertificate:2;GeneralCK.Certificates.ReflectionSmallBiasBivariateInverse9:1
CKLaneN23.*	34	7526	553749	CKLaneN23.CBound	zeroPrefix:15;cornerCheck:4;decide:2;grid:2	decide:30;decide +kernel:10;native_decide:1;norm_num:195;rfl:75	GeneralCK.ProfileConvexity:3;Mathlib.Analysis.Complex.ExponentialBounds:2;GeneralCK.ProfileDerivatives:2;GeneralCK.PureGapCapAnalytic:2;GeneralCK.SmallMeanPhiRetainedCutoff:2
CKLaneM07.FleetT.*	33	3799	547097	CKLaneM07.FleetT.T0000		decide +kernel:33	CKLaneM07.Checker:33
CKLaneA4.D2.*	32	2304	139561	CKLaneA4.D2.C00		decide:32;decide +kernel:256	CKLaneA4.D2Base:32
CKLaneM06.CapXH.*	32	672	258679	CKLaneM06.CapXH.C000	tree.check:32	decide +kernel:32	CKLaneM06.CapSec:32
CKLaneA2.Diag6.*	30	2870	272429	CKLaneA2.Diag6.M00		decide +kernel:866	CKLaneA2.Join:30
CKLaneA3V.*	28	5820	978144	CKLaneA3V.AlgRW	zeroPrefix:18;allEmpty:2;s.isEmpty:2;isOneT:2	decide:11;decide +kernel:787;norm_num:27;rfl:160	Mathlib:2;GeneralCK.CorrectionHessianNatural:1;GeneralCK.CorrectionHighUScaledContract:1;GeneralCK.CorrectionHighUNearCornerDetGapFactor:1;GeneralCK.CorrectionHighUNearCornerRegularContact:1
CKLaneA3W.*	27	5457	679824	CKLaneA3W.AlgRW	zeroPrefix:17;allEmpty:2;s.isEmpty:2;isOneT:2	decide:9;decide +kernel:785;norm_num:44;rfl:160	Mathlib:2;GeneralCK.CorrectionHessianNatural:1;GeneralCK.CorrectionHighUScaledContract:1;GeneralCK.CorrectionHighUNearCornerDetGapFactor:1;GeneralCK.CorrectionHighUNearCornerRegularContact:1
CKLaneM05.FE8.Sc.*	27	632	1066894	CKLaneM05.FE8.Sc.Sc000		decide +kernel:27	CKLaneM05.FE8.W3:27;CKLaneM05.FE8.W1:27
CKLaneM07.CE.*	27	6074	361509	CKLaneM07.CE.Bridge	V2.chkA:12;V2.chkC:12;V2.chkU:12;V2.chkB:12	decide:58;decide +kernel:13;norm_num:19;rfl:23	CKLaneN1.R3Leaf:2;CKLaneN1.CEStat:1;GeneralCK.PureGapMeanStationarity:1;GeneralCK.PhysicalSlope:1;GeneralCK.RadialConvexity:1
CKLaneM07.CE.R3Cells.K15.*	27	567	250996	CKLaneM07.CE.R3Cells.K15.S0000		decide +kernel:27	CKLaneM07.CE.R3Glue2:27
GeneralCK.Certificates.Generated.E8TAxisFullBridge.*	27	10487	1984999	GeneralCK.Certificates.Generated.E8TAxisFullBridge.All		decide +kernel:776;norm_num:766	GeneralCK.Certificates.E8TAxisRationalTreeBridgeKernel:26;GeneralCK.Certificates.E8TAxisCell0001Certified:1;GeneralCK.Certificates.E8TAxisCertifiedLedgerBridge:1;GeneralCK.Certificates.E8TAxisZero0000Root:1;GeneralCK.Certificates.E8TAxisZero0001Root:1
GeneralCK.PureGapE#*	27	3627	160098	GeneralCK.PureGapE8AnalyticGerm		norm_num:129;rfl:28	GeneralCK.Certificates.E8AdaptiveOriginOwnerBridge:2;GeneralCK.ReflectionComplexContactGerm:1;GeneralCK.ReflectionComplexContactFactor:1;GeneralCK.Certificates.E8InverseJet:1;GeneralCK.CorrectionHessianNatural:1
CKLaneA1.*	26	6031	288062	CKLaneA1.Analysis	okN:8;brOK:6;decide:5;chainOK:4	decide:74;decide +kernel:18;native_decide:1;norm_num:47;rfl:45	GeneralCK.CorrectionComplementCharts:3;CKLaneA1.BSData.C000:1;CKLaneA1.BSData.C001:1;CKLaneA1.BSData.C002:1;CKLaneA1.BSData.C003:1
CKLaneM06.CapXHB.*	26	2032	1258162	CKLaneM06.CapXHB.B000	tree_0.check:26;tree_1.check:26;tree_2.check:26;tree_3.check:26	decide +kernel:154	CKLaneM06.CapSec:26
CKLaneA2.Diag3.*	25	2520	239012	CKLaneA2.Diag3.M00		decide +kernel:765	CKLaneA2.Join:25
CKLaneN6.*	25	2847	1061097	CKLaneN6.APar	aparCheck:3;lskCheck:3;plogCheck:3;radCheck:3	decide:18;decide +kernel:82;norm_num:7;rfl:8	CKLaneN6.Cs.C0016:3;CKLaneN6.Cs.C0015:2;GeneralCK.PsiThreeTenthsParentClosure:1;GeneralCK.PsiOuterEntropy28:1;GeneralCK.PsiOuterEntropy200:1
CKLaneM06.Leaf.*	24	696	26926	CKLaneM06.Leaf.L444444444444444440202021203	checkLeaf:24	decide +kernel:48	CKLaneM06.Checker:24
CKLaneM07.CE.R3Cells.K16.*	24	504	369737	CKLaneM07.CE.R3Cells.K16.S0000		decide +kernel:24	CKLaneN1.R3Leaf:24
CKLaneN1.SRShard.*	22	220	5600	CKLaneN1.SRShard.C00		decide +kernel:22	CKLaneN1.SRTrees:22
GeneralCK.Certificates.EntropyCurvatureLogs#*	22	12066	637468	GeneralCK.Certificates.EntropyCurvatureLogs00		norm_num:5265	GeneralCK.Certificates.EntropyCurvatureBounds:22
CKLaneC2R.Cells.S03.*	21	34068	6227821	CKLaneC2R.Cells.S03.B000	cellOkT:401	decide +kernel:401	CKLaneC2R.CompactCheckT:21
CKLaneA5.Diag1.*	20	1680	155354	CKLaneA5.Diag1.M00		decide +kernel:500	CKLaneA5.Join:20
CKLaneG3.S.C0.*	20	2234	360021	CKLaneG3.S.C0.B0		decide +kernel:83	CKLaneG3.SChunkBind:20;CKLaneG3.SCover:20;CKLaneE.SAdapt:20;CKLaneE.NLSB055:5;CKLaneE.NLSB064:4
E#*	20	2941	164587	E8BoundedArgumentJets	expBoxCheck:59;logBoxCheck:3;centeredTaylorCheck:1	decide:1;decide +kernel:174;norm_num:60;rfl:30	GeneralCK.PureGapE8TailSixteenDerivatives:2;GeneralCK.Certificates.E8TAxisStableInterval:1;GeneralCK.Certificates.JetProgramTaylor:1;GeneralCK.PureGapE8LargeSStableCriterion:1;GeneralCK.Certificates.E8HistoricalTailIdentity:1
CKLaneC2R.Cells.S04.*	19	31805	5855162	CKLaneC2R.Cells.S04.B000	cellOkT:374	decide +kernel:374	CKLaneC2R.CompactCheckT:19
CKLaneM06.*	19	3485	172489	CKLaneM06.Canary	B.boxOk:11;checkLeaf:3;ptOk:3;check:3	decide:252;decide +kernel:8;norm_num:15;rfl:62	CKLaneE.FastPoint:2;GeneralCK.BellmanAssembly:2;CKLaneE.EntropyDropSharp:1;CKLaneM07.KappaLogSum:1;GeneralCK.PsiEndpointPlaneGlobal:1
CKLaneN4.*	19	8659	1010749	CKLaneN4.CentralSubrows	checkEY:3;checkSplit:3;EYBox:2;eyBoxOK:2	decide:43;decide +kernel:18;norm_num:30;rfl:18	GeneralCK.PsiRadialDeficit:2;GeneralCK.PhiEntropyConvexity:1;GeneralCK.PsiParentEntropyGain:1;GeneralCK.PsiSplitLossBound:1;GeneralCK.PsiRetainedChildBridge:1
CKLaneA1.R5Data.*	18	7086	1287944	CKLaneA1.R5Data.C000	stripOK:246;strips000.all:1;strips001.all:1;strips002.all:1	decide +kernel:246	CKLaneA1.R5Cell:18
CKLaneA1.FEData.*	17	2476	229587	CKLaneA1.FEData.C000	strips000.all:1;strips001.all:1;strips002.all:1;strips003.all:1	decide +kernel:17	CKLaneA1.FEStrip:17
CKLaneC2.*	17	1999	127719	CKLaneC2.Atoms	cellOk:52;logChk:6;cp0.ok:2;chkThetaLt:2	decide:12;decide +kernel:116;norm_num:11;rfl:12	GeneralCK.PureGapE8AnalyticRealBridge:1;GeneralCK.Certificates.E8ThetaHigherDerivatives:1;GeneralCK.LanePHMC.Chain:1;Mathlib:1;GeneralCK.PureGapE8Inverse:1
CKLaneG1.E25S.*	17	29535	2067432	CKLaneG1.E25S.S0000		decide +kernel:17	CKLaneG1.E25:17
CKLaneG3.S.C1.*	17	635	40311	CKLaneG3.S.C1.B0		decide +kernel:83	CKLaneG3.SChunkBind:17;CKLaneG3.SCover:17;CKLaneM1.MLPopulationDfs:17;CKLaneG3.S.ChunkG.G_50202020315:3;CKLaneG3.S.ChunkG.G_503001053042052:3
CKLaneN1c.EPShard.*	17	2044	185382	CKLaneN1c.EPShard.S00		decide +kernel:17	CKLaneN1c.Endpoint:17;CKLaneG1.OppTransition:17
CKLaneM11.Fleet.*	15	4763	488536	CKLaneM11.Fleet.S0000		decide +kernel:15;rfl:15	CKLaneM11.Envelope:15
GeneralCK.Certificates.EntropyCurvatureLeaves#*	15	2540	175047	GeneralCK.Certificates.EntropyCurvatureLeaves00		norm_num:2100	GeneralCK.Certificates.EntropyCurvatureLogs:15
CKLaneM03.Family.*	14	4132	3687029	CKLaneM03.Family.F00			CKLaneM03.Leaves.P0000:1;CKLaneM03.Leaves.P0001:1;CKLaneM03.Leaves.P0002:1;CKLaneM03.Leaves.P0003:1;CKLaneM03.Leaves.P0004:1
CKLaneR2.Tail.*	14	2780	137999	CKLaneR2.Tail.Chart	domL:8;expBoxOK:5;bDomOK:5;domS:3	decide:49;norm_num:17;rfl:20	CKLaneR2.Cell.Defs:1;CKLaneR2.Cell.SoundContact:1
CKLaneA2.Diag5.*	13	1448	137236	CKLaneA2.Diag5.M00		decide +kernel:443	CKLaneA2.Join:13
CKLaneM05.FE8.Sd.*	13	304	741774	CKLaneM05.FE8.Sd.Sd000		decide +kernel:13	CKLaneM05.FE8.W3:13;CKLaneM05.FE8.W1:13
GeneralCK.Certificates.ReflectionSmallBiasPicardReplay#*	13	12519	514137	GeneralCK.Certificates.ReflectionSmallBiasPicardReplay1	equalityCheck:156	decide +kernel:299;norm_num:13	GeneralCK.Certificates.ReflectionSmallBiasPicardData:13;GeneralCK.ReflectionSmallBiasJetReplay:13
CKLaneD.*	12	3557	543485	CKLaneD.Analytic	checkEndpoint:2;imageCheck:2;xcOK:1;checkCell:1	decide:31;decide +kernel:8;norm_num:32;rfl:9	GeneralCK.BellmanAssembly:1;GeneralCK.PsiEndpointPlaneSymmetric:1;GeneralCK.ProfileLowerBounds:1;Mathlib.Analysis.SpecialFunctions.Log.Base:1;CKLaneD.Fleet.S0000:1
CKLaneC.RSCell.*	11	1546	74198	CKLaneC.RSCell.CellAPI	domOK:5;checkImplicit:2;stageB:2;stageC0:2	decide:47;decide +kernel:1;norm_num:19;rfl:9	CKLaneN23.RSDefs:2;CKLaneC.TM3.Fun:1;CKLaneC.RSEnc.Residual:1;Mathlib.Analysis.Complex.ExponentialBounds:1
CKLaneG3.S.C2.*	11	1452	88580	CKLaneG3.S.C2.B0		decide +kernel:83	CKLaneG3.SChunkBind:11;CKLaneG3.SCover:11;CKLaneM03.G3Bridge:11;CKLaneM03.Family.F01:3;CKLaneG3.S.ChunkG.G_503001053042052:3
CKLaneG3.S.*	11	1394	70145	CKLaneG3.S.Compact		decide:1;decide +kernel:17;rfl:11	CKLaneG3.SBind:3;CKLaneG3.SCompact:1;CKLaneG3.PSort:1;CKLaneG3.S.C0.B0:1;CKLaneG3.S.C0.B1:1
CKLaneM07.CE.R3Oct.*	11	354	13554	CKLaneM07.CE.R3Oct.K10		decide +kernel:74	CKLaneM07.CE.R3Roots:11;CKLaneM07.CE.R3Glue:11;CKLaneM07.CE.R3Cells.K10.S0000:1;CKLaneM07.CE.R3Cells.K11.S0000:1;CKLaneM07.CE.R3Cells.K11.S0001:1
CKLaneN1c.*	11	2316	114104	CKLaneN1c.Collar	CKLaneE.FP.ptOk:3;radCheck:1;the:1;ptOk:1	decide:16;decide +kernel:19;norm_num:43;rfl:2	CKLaneD.Analytic:3;CKLaneG1.CoverKit3:2;CKLaneE.FastPoint:2;CKLaneN1.SubRows:2;GeneralCK.PsiEndpointPlaneGlobal:2
CKLaneN4.LU.*	11	2136	100272	CKLaneN4.LU.Check	vtxOk:1;cOk:1;vtxCheck:1;cellCheck:1	decide:46;decide +kernel:3;norm_num:37;rfl:21	GeneralCK.PureGapZeroCapLeftUpperRadialReduction:1;GeneralCK.PerspectiveCurve:1;GeneralCK.RadialConvexity:1;GeneralCK.RadialContact:1;GeneralCK.RadialDerivatives:1
GeneralCK.Certificates.ReflectionSmallBiasBivariateInverse#*	11	14597	674114	GeneralCK.Certificates.ReflectionSmallBiasBivariateInverse1	equalityCheck:550;degreeBound:44	decide +kernel:572;norm_num:11;rfl:11	GeneralCK.ReflectionSmallBiasBivariateBase:11;GeneralCK.ReflectionSmallBiasInversePowerSeeds:11;GeneralCK.ReflectionSmallBiasDegreeCertificate:11
CKLaneG3.*	10	1059	46975	CKLaneG3.Consume	good:2;tisNodeAx:2;tconsume:1;tallLabels:1	decide:2;decide +kernel:1;norm_num:5;rfl:12	CKLaneD.Cover:1;GeneralCK.BellmanAssembly:1;GeneralCK.EqualMean:1;CKLaneG3.S.Compact:1
CKLaneN1b.*	10	2237	168647	CKLaneN1b.Analytic	p.ok:5;CapCell.ok:2;PCCell.ok:2;checkCert:1	decide:26;decide +kernel:2;norm_num:14;rfl:7	CKLaneD.Checker:1;CKLaneE.FastPoint:1;CKLaneE.SlopeBounds:1;CKLaneM09.CapCore:1;GeneralCK.ScalarGap:1
GeneralCK.ReflectionSmallBiasContactSumChecks#*	10	1620	71006	GeneralCK.ReflectionSmallBiasContactSumChecks1	equalityCheck:480;fineBound:20	decide +kernel:500	GeneralCK.ReflectionSmallBiasContactSumData:10
CKLaneA1.BSData.*	9	1195	111492	CKLaneA1.BSData.C000	bstrips000.all:1;bstrips001.all:1;bstrips002.all:1;bstrips003.all:1	decide +kernel:9	CKLaneA1.BSCover:9
CKLaneG1.*	9	3704	360762	CKLaneG1.CoverKit	PT.checkB:7;PT.sameShape:3;List:2;rpre:2	decide:21;decide +kernel:10;norm_num:2;rfl:5	CKLaneD.FleetBase:2;CKLaneN1.Tree:1;CKLaneD.Checker:1;GeneralCK.BellmanAssembly:1;CKLaneG1.E25S.S0000:1
CKLaneM04.Leaf.*	9	387	27907	CKLaneM04.Leaf.L02502412412512503	checkLeaf:9	decide +kernel:9	CKLaneM04.Checker:9
CKLaneM05.FE8.*	9	2159	125465	CKLaneM05.FE8.Base	embeds:3;splaneCheck:3;embedsRB:2;boxSane:2	decide:42;decide +kernel:2;norm_num:4;rfl:20	CKLaneM05.Checker:1;CKLaneN23.SameSideHalf:1;CKLaneE.CertW:1;CKLaneE.CertEP3:1;CKLaneE.CertLSK:1
CKLaneM07.CE.R3Cells.K14.*	9	189	117761	CKLaneM07.CE.R3Cells.K14.S0000		decide +kernel:9	CKLaneM07.CE.R3Glue2:9
CKLaneN1.CapShard.*	9	108	2630	CKLaneN1.CapShard.K00		decide +kernel:9	CKLaneN1.CapTree:9
CKLaneN1.DBShard.*	9	90	2204	CKLaneN1.DBShard.D00		decide +kernel:9	CKLaneN1.DBTree:9
